Bin,Hz,Power (mean sq amp),condition
693,105.74,0.00087318,gap_junc_block
694,105.9,7.68E-05,gap_junc_block
695,106.05,0.000659362,gap_junc_block
696,106.2,7.52E-05,gap_junc_block
697,106.35,0.000176076,gap_junc_block
698,106.51,0.000152718,gap_junc_block
699,106.66,0.000166006,gap_junc_block
700,106.81,0.000290575,gap_junc_block
701,106.96,0.000500343,gap_junc_block
702,107.12,0.00232398,gap_junc_block
703,107.27,0.00140483,gap_junc_block
704,107.42,0.00114586,gap_junc_block
705,107.57,0.000376721,gap_junc_block
706,107.73,0.000394803,gap_junc_block
707,107.88,0.000446079,gap_junc_block
708,108.03,1.06E-05,gap_junc_block
709,108.18,0.000480562,gap_junc_block
710,108.34,0.00110089,gap_junc_block
711,108.49,0.000518919,gap_junc_block
712,108.64,0.00131901,gap_junc_block
713,108.8,0.00181276,gap_junc_block
714,108.95,0.0012353,gap_junc_block
715,109.1,0.00315128,gap_junc_block
716,109.25,0.00518233,gap_junc_block
717,109.41,0.00296768,gap_junc_block
718,109.56,0.00137151,gap_junc_block
719,109.71,0.00330196,gap_junc_block
720,109.86,0.00351836,gap_junc_block
721,110.02,0.00193902,gap_junc_block
722,110.17,0.000599928,gap_junc_block
723,110.32,0.000640955,gap_junc_block
724,110.47,0.000665841,gap_junc_block
725,110.63,0.00034867,gap_junc_block
726,110.78,1.98E-05,gap_junc_block
727,110.93,0.00106496,gap_junc_block
728,111.08,0.000905485,gap_junc_block
729,111.24,0.000478399,gap_junc_block
730,111.39,0.000165312,gap_junc_block
731,111.54,0.000174978,gap_junc_block
732,111.69,2.13E-05,gap_junc_block
733,111.85,0.000294469,gap_junc_block
734,112,0.000192301,gap_junc_block
735,112.15,0.000441,gap_junc_block
736,112.3,0.000246219,gap_junc_block
737,112.46,0.000140083,gap_junc_block
738,112.61,0.000136437,gap_junc_block
739,112.76,6.05E-05,gap_junc_block
740,112.92,0.000841401,gap_junc_block
741,113.07,0.000310996,gap_junc_block
742,113.22,0.000186702,gap_junc_block
743,113.37,0.000328163,gap_junc_block
744,113.53,8.59E-05,gap_junc_block
745,113.68,0.000296794,gap_junc_block
746,113.83,0.000203852,gap_junc_block
747,113.98,0.000496754,gap_junc_block
748,114.14,0.000240897,gap_junc_block
749,114.29,2.87E-05,gap_junc_block
750,114.44,0.000904788,gap_junc_block
751,114.59,0.000243569,gap_junc_block
752,114.75,0.000406808,gap_junc_block
753,114.9,0.00200554,gap_junc_block
754,115.05,0.00148691,gap_junc_block
755,115.2,0.00194639,gap_junc_block
756,115.36,0.000999725,gap_junc_block
757,115.51,0.000974284,gap_junc_block
758,115.66,0.000979295,gap_junc_block
759,115.81,0.000727703,gap_junc_block
760,115.97,0.00068628,gap_junc_block
761,116.12,0.00296217,gap_junc_block
762,116.27,0.00299662,gap_junc_block
763,116.42,0.000397968,gap_junc_block
764,116.58,0.00187375,gap_junc_block
765,116.73,0.000400639,gap_junc_block
766,116.88,0.00035591,gap_junc_block
767,117.03,0.000127697,gap_junc_block
768,117.19,0.000130144,gap_junc_block
769,117.34,0.00179255,gap_junc_block
770,117.49,0.00271703,gap_junc_block
771,117.65,0.00479963,gap_junc_block
772,117.8,0.00433852,gap_junc_block
773,117.95,0.00405488,gap_junc_block
774,118.1,0.00102108,gap_junc_block
775,118.26,0.000568823,gap_junc_block
776,118.41,0.00594538,gap_junc_block
777,118.56,0.00606126,gap_junc_block
778,118.71,0.00641206,gap_junc_block
779,118.87,0.00828595,gap_junc_block
780,119.02,0.0104288,gap_junc_block
781,119.17,0.00332884,gap_junc_block
782,119.32,0.00299358,gap_junc_block
783,119.48,0.00273485,gap_junc_block
784,119.63,0.00146088,gap_junc_block
785,119.78,0.000249782,gap_junc_block
786,119.93,0.00184011,gap_junc_block
787,120.09,0.00349399,gap_junc_block
788,120.24,9.79E-05,gap_junc_block
789,120.39,0.00157932,gap_junc_block
790,120.54,0.000358923,gap_junc_block
791,120.7,0.000744646,gap_junc_block
792,120.85,0.000763037,gap_junc_block
793,121,0.00154823,gap_junc_block
794,121.15,0.00120951,gap_junc_block
795,121.31,0.000109782,gap_junc_block
796,121.46,0.000621861,gap_junc_block
797,121.61,0.000246622,gap_junc_block
798,121.77,5.25E-05,gap_junc_block
799,121.92,0.00109719,gap_junc_block
800,122.07,0.00188916,gap_junc_block
801,122.22,0.00164412,gap_junc_block
802,122.38,0.0041703,gap_junc_block
803,122.53,0.000611132,gap_junc_block
804,122.68,0.0036319,gap_junc_block
805,122.83,0.000363954,gap_junc_block
806,122.99,0.00112043,gap_junc_block
807,123.14,0.000540343,gap_junc_block
808,123.29,0.000432658,gap_junc_block
809,123.44,0.000341331,gap_junc_block
810,123.6,0.000206737,gap_junc_block
811,123.75,0.00160662,gap_junc_block
812,123.9,0.000109541,gap_junc_block
813,124.05,0.00174113,gap_junc_block
814,124.21,0.00317554,gap_junc_block
815,124.36,0.00150695,gap_junc_block
816,124.51,0.00715199,gap_junc_block
817,124.66,0.00136688,gap_junc_block
818,124.82,0.00489509,gap_junc_block
819,124.97,0.00593307,gap_junc_block
820,125.12,0.00111727,gap_junc_block
821,125.27,0.0140178,gap_junc_block
822,125.43,0.0172727,gap_junc_block
823,125.58,0.0112841,gap_junc_block
824,125.73,0.0182915,gap_junc_block
825,125.89,0.0251467,gap_junc_block
826,126.04,0.0142981,gap_junc_block
827,126.19,0.00583193,gap_junc_block
828,126.34,0.00690951,gap_junc_block
829,126.5,0.00640894,gap_junc_block
830,126.65,0.00402814,gap_junc_block
831,126.8,0.00198275,gap_junc_block
832,126.95,0.00858159,gap_junc_block
833,127.11,0.00261566,gap_junc_block
834,127.26,0.00258359,gap_junc_block
835,127.41,0.0033756,gap_junc_block
836,127.56,0.0025481,gap_junc_block
837,127.72,0.00107498,gap_junc_block
838,127.87,0.000263225,gap_junc_block
839,128.02,0.0034749,gap_junc_block
840,128.17,0.00454997,gap_junc_block
841,128.33,0.00360999,gap_junc_block
842,128.48,0.00676375,gap_junc_block
843,128.63,0.00212829,gap_junc_block
844,128.78,0.00211885,gap_junc_block
845,128.94,0.000236974,gap_junc_block
846,129.09,0.00159849,gap_junc_block
847,129.24,0.00299387,gap_junc_block
848,129.39,9.19E-05,gap_junc_block
849,129.55,0.00697666,gap_junc_block
850,129.7,0.000491873,gap_junc_block
851,129.85,0.0008743,gap_junc_block
852,130,0.00106734,gap_junc_block
853,130.16,0.00233149,gap_junc_block
854,130.31,0.0020622,gap_junc_block
855,130.46,0.00505397,gap_junc_block
856,130.62,0.00529386,gap_junc_block
857,130.77,0.00230598,gap_junc_block
858,130.92,0.00212392,gap_junc_block
859,131.07,0.00457206,gap_junc_block
860,131.23,0.00100885,gap_junc_block
861,131.38,0.000918926,gap_junc_block
862,131.53,0.00380742,gap_junc_block
863,131.68,0.000508946,gap_junc_block
864,131.84,0.00811491,gap_junc_block
865,131.99,0.0024442,gap_junc_block
866,132.14,0.00414059,gap_junc_block
867,132.29,0.0137375,gap_junc_block
868,132.45,0.00623134,gap_junc_block
869,132.6,0.00210387,gap_junc_block
870,132.75,0.00686358,gap_junc_block
871,132.9,0.00605996,gap_junc_block
872,133.06,0.00182125,gap_junc_block
873,133.21,0.00050867,gap_junc_block
874,133.36,0.0080338,gap_junc_block
875,133.51,0.0162046,gap_junc_block
876,133.67,0.000534411,gap_junc_block
877,133.82,0.0309178,gap_junc_block
878,133.97,0.00318346,gap_junc_block
879,134.12,0.0298902,gap_junc_block
880,134.28,0.0180162,gap_junc_block
881,134.43,0.0146998,gap_junc_block
882,134.58,0.0189966,gap_junc_block
883,134.74,0.00533043,gap_junc_block
884,134.89,0.0166052,gap_junc_block
885,135.04,0.00750138,gap_junc_block
886,135.19,0.0440795,gap_junc_block
887,135.35,0.0054715,gap_junc_block
888,135.5,0.0167868,gap_junc_block
889,135.65,0.00241617,gap_junc_block
890,135.8,0.000854218,gap_junc_block
891,135.96,0.00131134,gap_junc_block
892,136.11,0.00670645,gap_junc_block
893,136.26,0.0172287,gap_junc_block
894,136.41,0.00743153,gap_junc_block
895,136.57,0.0153147,gap_junc_block
896,136.72,0.0438751,gap_junc_block
897,136.87,0.00345402,gap_junc_block
898,137.02,0.0605112,gap_junc_block
899,137.18,0.0221982,gap_junc_block
900,137.33,0.0170892,gap_junc_block
901,137.48,0.0304894,gap_junc_block
902,137.63,0.000377915,gap_junc_block
903,137.79,0.0360724,gap_junc_block
904,137.94,0.0252883,gap_junc_block
905,138.09,0.017114,gap_junc_block
906,138.24,0.0237819,gap_junc_block
907,138.4,0.0175251,gap_junc_block
908,138.55,0.0120173,gap_junc_block
909,138.7,0.0323178,gap_junc_block
910,138.85,0.0235915,gap_junc_block
911,139.01,0.0234999,gap_junc_block
912,139.16,0.0429323,gap_junc_block
913,139.31,0.000124322,gap_junc_block
914,139.47,0.0394744,gap_junc_block
915,139.62,0.00695418,gap_junc_block
916,139.77,0.00804747,gap_junc_block
917,139.92,0.0146766,gap_junc_block
918,140.08,4.51E-05,gap_junc_block
919,140.23,0.0114321,gap_junc_block
920,140.38,0.002479,gap_junc_block
921,140.53,0.00904015,gap_junc_block
922,140.69,0.000726282,gap_junc_block
923,140.84,0.00680528,gap_junc_block
924,140.99,0.022085,gap_junc_block
925,141.14,0.00296479,gap_junc_block
926,141.3,0.0328406,gap_junc_block
927,141.45,0.0449527,gap_junc_block
928,141.6,0.00495293,gap_junc_block
929,141.75,0.0379105,gap_junc_block
930,141.91,0.0534342,gap_junc_block
931,142.06,0.00590159,gap_junc_block
932,142.21,0.0150781,gap_junc_block
933,142.36,0.0172435,gap_junc_block
934,142.52,0.000436725,gap_junc_block
935,142.67,0.00164944,gap_junc_block
936,142.82,0.000190781,gap_junc_block
937,142.97,0.00191243,gap_junc_block
938,143.13,0.00430297,gap_junc_block
939,143.28,0.00823637,gap_junc_block
940,143.43,0.00252953,gap_junc_block
941,143.59,0.000689388,gap_junc_block
942,143.74,4.71E-05,gap_junc_block
943,143.89,0.000472827,gap_junc_block
944,144.04,0.000759475,gap_junc_block
945,144.2,0.0018017,gap_junc_block
946,144.35,0.000658587,gap_junc_block
947,144.5,0.00108074,gap_junc_block
948,144.65,0.000464205,gap_junc_block
949,144.81,0.000130904,gap_junc_block
950,144.96,0.000641381,gap_junc_block
951,145.11,0.00304335,gap_junc_block
952,145.26,0.00149725,gap_junc_block
953,145.42,0.000844345,gap_junc_block
954,145.57,0.000405845,gap_junc_block
955,145.72,0.00125622,gap_junc_block
956,145.87,0.000441748,gap_junc_block
957,146.03,0.00110479,gap_junc_block
958,146.18,0.000115057,gap_junc_block
959,146.33,0.000854079,gap_junc_block
960,146.48,0.000337789,gap_junc_block
961,146.64,0.00144433,gap_junc_block
962,146.79,0.00110988,gap_junc_block
963,146.94,0.000117626,gap_junc_block
964,147.09,0.000352966,gap_junc_block
965,147.25,3.68E-06,gap_junc_block
966,147.4,0.000256868,gap_junc_block
967,147.55,0.000804261,gap_junc_block
968,147.71,0.00159897,gap_junc_block
969,147.86,0.00164152,gap_junc_block
970,148.01,0.00213723,gap_junc_block
971,148.16,0.000326309,gap_junc_block
972,148.32,0.000875587,gap_junc_block
973,148.47,0.00301515,gap_junc_block
974,148.62,0.000839962,gap_junc_block
975,148.77,0.000152639,gap_junc_block
976,148.93,9.50E-05,gap_junc_block
977,149.08,0.000527927,gap_junc_block
978,149.23,0.000446194,gap_junc_block
979,149.38,0.00115675,gap_junc_block
980,149.54,0.00198121,gap_junc_block
981,149.69,0.000440291,gap_junc_block
982,149.84,0.00140077,gap_junc_block
983,149.99,0.00192208,gap_junc_block
984,150.15,0.0015216,gap_junc_block
985,150.3,8.24E-05,gap_junc_block
986,150.45,0.00136155,gap_junc_block
987,150.6,0.00114556,gap_junc_block
988,150.76,4.17E-05,gap_junc_block
989,150.91,0.000156237,gap_junc_block
990,151.06,1.77E-06,gap_junc_block
991,151.21,0.000883365,gap_junc_block
992,151.37,0.000205383,gap_junc_block
993,151.52,1.33E-05,gap_junc_block
994,151.67,0.000474886,gap_junc_block
995,151.82,0.000618132,gap_junc_block
996,151.98,0.000535425,gap_junc_block
997,152.13,0.000557078,gap_junc_block
998,152.28,0.000910774,gap_junc_block
999,152.44,4.96E-05,gap_junc_block
1000,152.59,1.72E-05,gap_junc_block
1001,152.74,8.39E-05,gap_junc_block
1002,152.89,0.000481637,gap_junc_block
1003,153.05,0.00169799,gap_junc_block
1004,153.2,0.00107448,gap_junc_block
1005,153.35,0.000760509,gap_junc_block
1006,153.5,0.00117579,gap_junc_block
1007,153.66,0.000178218,gap_junc_block
1008,153.81,6.64E-05,gap_junc_block
1009,153.96,0.000296057,gap_junc_block
1010,154.11,3.24E-05,gap_junc_block
1011,154.27,0.000499852,gap_junc_block
1012,154.42,3.85E-05,gap_junc_block
1013,154.57,0.000443427,gap_junc_block
1014,154.72,0.000542523,gap_junc_block
1015,154.88,9.81E-05,gap_junc_block
1016,155.03,9.96E-05,gap_junc_block
1017,155.18,0.000314728,gap_junc_block
1018,155.33,0.000291565,gap_junc_block
1019,155.49,0.00142835,gap_junc_block
1020,155.64,0.00315968,gap_junc_block
1021,155.79,0.0015638,gap_junc_block
1022,155.94,0.0015225,gap_junc_block
1023,156.1,0.00158693,gap_junc_block
1024,156.25,0.000564627,gap_junc_block
1025,156.4,0.000146023,gap_junc_block
1026,156.56,7.90E-05,gap_junc_block
1027,156.71,0.00037201,gap_junc_block
1028,156.86,0.0015786,gap_junc_block
1029,157.01,0.000311727,gap_junc_block
1030,157.17,3.82E-05,gap_junc_block
1031,157.32,0.000245774,gap_junc_block
1032,157.47,0.000719044,gap_junc_block
1033,157.62,0.0017127,gap_junc_block
1034,157.78,0.0013398,gap_junc_block
1035,157.93,4.23E-05,gap_junc_block
1036,158.08,0.00128125,gap_junc_block
1037,158.23,0.00189891,gap_junc_block
1038,158.39,0.000560847,gap_junc_block
1039,158.54,0.0019724,gap_junc_block
1040,158.69,0.000486491,gap_junc_block
1041,158.84,0.000171672,gap_junc_block
1042,159,0.000103483,gap_junc_block
1043,159.15,0.00070434,gap_junc_block
1044,159.3,0.00136998,gap_junc_block
1045,159.45,3.29E-05,gap_junc_block
1046,159.61,0.00176081,gap_junc_block
1047,159.76,0.000676086,gap_junc_block
1048,159.91,8.80E-05,gap_junc_block
1049,160.06,0.00047107,gap_junc_block
1050,160.22,0.000222784,gap_junc_block
1051,160.37,0.000303592,gap_junc_block
1052,160.52,4.51E-05,gap_junc_block
1053,160.68,0.000769035,gap_junc_block
1054,160.83,0.000588932,gap_junc_block
1055,160.98,0.000115628,gap_junc_block
1056,161.13,0.00236675,gap_junc_block
1057,161.29,0.000357543,gap_junc_block
1058,161.44,0.00112458,gap_junc_block
1059,161.59,0.00105502,gap_junc_block
1060,161.74,0.0013145,gap_junc_block
1061,161.9,0.00105738,gap_junc_block
1062,162.05,0.000751842,gap_junc_block
1063,162.2,0.000932661,gap_junc_block
1064,162.35,0.000579673,gap_junc_block
1065,162.51,0.000493674,gap_junc_block
1066,162.66,0.00186574,gap_junc_block
1067,162.81,0.00301722,gap_junc_block
1068,162.96,0.000235057,gap_junc_block
1069,163.12,0.00216281,gap_junc_block
1070,163.27,0.000351214,gap_junc_block
1071,163.42,0.000519922,gap_junc_block
1072,163.57,0.000210428,gap_junc_block
1073,163.73,0.000167377,gap_junc_block
1074,163.88,0.000582816,gap_junc_block
1075,164.03,0.00183156,gap_junc_block
1076,164.18,0.0029449,gap_junc_block
1077,164.34,0.0041892,gap_junc_block
1078,164.49,0.00461633,gap_junc_block
1079,164.64,0.00358608,gap_junc_block
1080,164.79,0.00123581,gap_junc_block
1081,164.95,0.00135869,gap_junc_block
1082,165.1,0.00169973,gap_junc_block
1083,165.25,0.00269305,gap_junc_block
1084,165.41,0.00150891,gap_junc_block
1085,165.56,0.00346758,gap_junc_block
1086,165.71,0.00239837,gap_junc_block
1087,165.86,0.00250356,gap_junc_block
1088,166.02,0.00106585,gap_junc_block
1089,166.17,0.00109176,gap_junc_block
1090,166.32,0.000337113,gap_junc_block
1091,166.47,0.00180926,gap_junc_block
1092,166.63,0.00277462,gap_junc_block
1093,166.78,0.00153258,gap_junc_block
1094,166.93,0.00119544,gap_junc_block
1095,167.08,0.00183418,gap_junc_block
1096,167.24,0.00290793,gap_junc_block
1097,167.39,0.000375223,gap_junc_block
1098,167.54,0.000300585,gap_junc_block
1099,167.69,0.000990526,gap_junc_block
1100,167.85,0.00131668,gap_junc_block
1101,168,0.000250679,gap_junc_block
1102,168.15,0.000495688,gap_junc_block
1103,168.3,0.000325001,gap_junc_block
1104,168.46,0.000321392,gap_junc_block
1105,168.61,0.000153623,gap_junc_block
1106,168.76,0.00079008,gap_junc_block
1107,168.91,0.000601726,gap_junc_block
1108,169.07,0.000261765,gap_junc_block
1109,169.22,0.00135375,gap_junc_block
1110,169.37,0.000778071,gap_junc_block
1111,169.53,0.000829935,gap_junc_block
1112,169.68,0.00434176,gap_junc_block
1113,169.83,0.000561401,gap_junc_block
1114,169.98,0.00264805,gap_junc_block
1115,170.14,0.00201838,gap_junc_block
1116,170.29,0.00166498,gap_junc_block
1117,170.44,0.000133942,gap_junc_block
1118,170.59,7.40E-05,gap_junc_block
1119,170.75,0.00236161,gap_junc_block
1120,170.9,0.00092246,gap_junc_block
1121,171.05,0.00304126,gap_junc_block
1122,171.2,0.00229596,gap_junc_block
1123,171.36,0.00211669,gap_junc_block
1124,171.51,0.00325917,gap_junc_block
1125,171.66,0.00276997,gap_junc_block
1126,171.81,0.00554304,gap_junc_block
1127,171.97,0.00322983,gap_junc_block
1128,172.12,0.00424861,gap_junc_block
1129,172.27,0.00553702,gap_junc_block
1130,172.42,0.00213539,gap_junc_block
1131,172.58,0.00193266,gap_junc_block
1132,172.73,0.00108031,gap_junc_block
1133,172.88,0.000303413,gap_junc_block
1134,173.03,0.00210823,gap_junc_block
1135,173.19,0.00267913,gap_junc_block
1136,173.34,0.000517474,gap_junc_block
1137,173.49,0.00350586,gap_junc_block
1138,173.65,0.00287829,gap_junc_block
1139,173.8,0.000142038,gap_junc_block
1140,173.95,0.000474552,gap_junc_block
1141,174.1,0.00176597,gap_junc_block
1142,174.26,0.00135857,gap_junc_block
1143,174.41,0.000663728,gap_junc_block
1144,174.56,0.000273141,gap_junc_block
1145,174.71,0.00029622,gap_junc_block
1146,174.87,0.000554378,gap_junc_block
1147,175.02,0.000357903,gap_junc_block
1148,175.17,0.000398802,gap_junc_block
1149,175.32,0.000929628,gap_junc_block
1150,175.48,0.00139052,gap_junc_block
1151,175.63,0.00421456,gap_junc_block
1152,175.78,0.00247259,gap_junc_block
1153,175.93,0.000962043,gap_junc_block
1154,176.09,0.00240745,gap_junc_block
1155,176.24,0.000208363,gap_junc_block
1156,176.39,0.00164489,gap_junc_block
1157,176.54,0.000106216,gap_junc_block
1158,176.7,0.00384658,gap_junc_block
1159,176.85,0.00078273,gap_junc_block
1160,177,0.000941609,gap_junc_block
1161,177.15,0.00408649,gap_junc_block
1162,177.31,0.00337378,gap_junc_block
1163,177.46,0.00035083,gap_junc_block
1164,177.61,0.00355019,gap_junc_block
1165,177.76,0.00504085,gap_junc_block
1166,177.92,0.00272879,gap_junc_block
1167,178.07,0.000820471,gap_junc_block
1168,178.22,0.00397771,gap_junc_block
1169,178.38,0.00575317,gap_junc_block
1170,178.53,0.000275286,gap_junc_block
1171,178.68,0.0105999,gap_junc_block
1172,178.83,0.0101969,gap_junc_block
1173,178.99,0.00160137,gap_junc_block
1174,179.14,0.0126535,gap_junc_block
1175,179.29,8.98E-05,gap_junc_block
1176,179.44,0.0182473,gap_junc_block
1177,179.6,0.00484286,gap_junc_block
1178,179.75,0.016379,gap_junc_block
1179,179.9,0.0209586,gap_junc_block
1180,180.05,0.00528922,gap_junc_block
1181,180.21,0.013121,gap_junc_block
1182,180.36,0.00185516,gap_junc_block
1183,180.51,0.00267377,gap_junc_block
1184,180.66,0.000596271,gap_junc_block
1185,180.82,0.00193991,gap_junc_block
1186,180.97,0.00226202,gap_junc_block
1187,181.12,0.00368602,gap_junc_block
1188,181.27,0.00129551,gap_junc_block
1189,181.43,0.00252196,gap_junc_block
1190,181.58,0.000415997,gap_junc_block
1191,181.73,0.00424128,gap_junc_block
1192,181.88,0.0024342,gap_junc_block
1193,182.04,0.00785558,gap_junc_block
1194,182.19,0.0132006,gap_junc_block
1195,182.34,0.00296014,gap_junc_block
1196,182.5,0.017413,gap_junc_block
1197,182.65,0.000601379,gap_junc_block
1198,182.8,0.00689523,gap_junc_block
1199,182.95,0.00245453,gap_junc_block
1200,183.11,0.00290168,gap_junc_block
1201,183.26,0.0028394,gap_junc_block
1202,183.41,0.00603455,gap_junc_block
1203,183.56,0.00253258,gap_junc_block
1204,183.72,0.0102371,gap_junc_block
1205,183.87,0.00235322,gap_junc_block
1206,184.02,0.0113919,gap_junc_block
1207,184.17,0.00793877,gap_junc_block
